Counter,Date/time,Location,mag_x,mag_y,mag_z,yaw,pitch,roll,gyro_x,gyro_y,gyro_z
1,2023-05-04 03:57:30.564912,IERS2010 latitude +45.2414 N longitude -41.9540 E elevation 422683.8 m,7.672,5.73,5.622,32.717,332.454,60.457,0.001,0.002,0.0
2,2023-05-04 03:57:33.658968,IERS2010 latitude +45.3400 N longitude -41.7088 E elevation 422712.3 m,22.755,16.854,17.0,33.255,332.453,60.896,0.003,-0.002,0.001
3,2023-05-04 03:57:36.763711,IERS2010 latitude +45.4346 N longitude -41.4717 E elevation 422739.5 m,30.384,22.616,22.993,33.704,332.245,60.786,-0.001,0.001,0.001
4,2023-05-04 03:57:39.864665,IERS2010 latitude +45.5290 N longitude -41.2327 E elevation 422766.7 m,34.325,25.473,25.769,33.844,332.241,60.651,-0.003,-0.002,0.001
5,2023-05-04 03:57:42.966479,IERS2010 latitude +45.6226 N longitude -40.9936 E elevation 422793.7 m,36.573,26.81,27.369,34.436,331.999,60.632,-0.001,-0.001,-0.002
6,2023-05-04 03:57:46.060732,IERS2010 latitude +45.7157 N longitude -40.7532 E elevation 422820.6 m,37.583,27.503,28.567,34.554,331.837,60.932,0.001,-0.001,0.001
7,2023-05-04 03:57:49.148504,IERS2010 latitude +45.8080 N longitude -40.5129 E elevation 422847.2 m,38.109,27.66,29.068,35.02,332.027,60.979,0.0,0.002,-0.001
8,2023-05-04 03:57:52.242136,IERS2010 latitude +45.8997 N longitude -40.2716 E elevation 422873.7 m,38.362,28.008,29.251,35.665,331.882,60.543,0.001,0.0,-0.001
9,2023-05-04 03:57:55.341956,IERS2010 latitude +45.9909 N longitude -40.0296 E elevation 422900.0 m,38.795,28.123,29.441,35.638,332.17,60.044,0.001,0.001,-0.001
10,2023-05-04 03:57:58.442391,IERS2010 latitude +46.0818 N longitude -39.7859 E elevation 422926.2 m,38.85,27.921,29.015,35.769,331.778,59.758,0.002,0.002,-0.001
11,2023-05-04 03:58:01.548753,IERS2010 latitude +46.1721 N longitude -39.5412 E elevation 422952.3 m,38.697,27.931,28.841,35.856,332.03,59.605,0.001,0.002,-0.002
12,2023-05-04 03:58:04.655819,IERS2010 latitude +46.2619 N longitude -39.2956 E elevation 422978.3 m,38.618,27.97,29.0,35.888,332.242,59.45,0.001,-0.001,0.001
13,2023-05-04 03:58:07.759942,IERS2010 latitude +46.3512 N longitude -39.0490 E elevation 423004.1 m,38.579,28.71,29.035,36.044,332.248,59.753,0.001,0.003,-0.001
14,2023-05-04 03:58:10.859080,IERS2010 latitude +46.4398 N longitude -38.8018 E elevation 423029.7 m,38.339,28.567,28.999,36.472,332.123,59.835,-0.002,0.001,-0.001
15,2023-05-04 03:58:13.961477,IERS2010 latitude +46.5277 N longitude -38.5541 E elevation 423055.1 m,38.208,28.471,29.638,36.158,331.844,59.776,-0.0,0.002,-0.001
16,2023-05-04 03:58:17.054343,IERS2010 latitude +46.6151 N longitude -38.3052 E elevation 423080.4 m,38.406,28.108,29.762,35.969,331.844,60.59,0.001,0.001,-0.002
17,2023-05-04 03:58:20.151074,IERS2010 latitude +46.7015 N longitude -38.0566 E elevation 423105.4 m,38.672,27.951,29.778,35.935,332.132,60.829,0.0,0.0,-0.001
18,2023-05-04 03:58:23.249861,IERS2010 latitude +46.7875 N longitude -37.8066 E elevation 423130.2 m,38.46,27.774,29.454,36.643,332.174,60.99,-0.0,0.001,-0.0
19,2023-05-04 03:58:26.350772,IERS2010 latitude +46.8730 N longitude -37.5557 E elevation 423155.0 m,38.365,27.679,29.107,36.809,332.149,60.907,-0.001,0.001,0.0
20,2023-05-04 03:58:29.453232,IERS2010 latitude +46.9579 N longitude -37.3036 E elevation 423179.5 m,38.344,27.927,29.391,36.694,332.09,61.06,-0.003,0.0,0.001
21,2023-05-04 03:58:32.557144,IERS2010 latitude +47.0422 N longitude -37.0506 E elevation 423204.0 m,38.25,27.887,29.809,36.696,332.183,61.18,0.001,-0.003,-0.001
22,2023-05-04 03:58:35.656584,IERS2010 latitude +47.1260 N longitude -36.7967 E elevation 423228.2 m,38.311,27.926,29.685,36.777,332.115,61.298,-0.0,-0.002,0.001
23,2023-05-04 03:58:38.752604,IERS2010 latitude +47.2090 N longitude -36.5424 E elevation 423252.2 m,38.272,27.653,29.641,36.929,332.036,61.256,-0.002,-0.001,-0.0
24,2023-05-04 03:58:41.847924,IERS2010 latitude +47.2912 N longitude -36.2875 E elevation 423276.1 m,38.31,27.512,29.541,37.019,331.842,61.258,0.0,0.0,-0.001
25,2023-05-04 03:58:44.942521,IERS2010 latitude +47.3729 N longitude -36.0318 E elevation 423299.7 m,38.301,27.673,29.241,37.277,331.774,61.078,-0.001,0.001,-0.001
26,2023-05-04 03:58:48.038731,IERS2010 latitude +47.4539 N longitude -35.7754 E elevation 423323.2 m,38.314,27.594,29.034,37.217,331.79,61.468,0.0,0.001,0.001
27,2023-05-04 03:58:51.145480,IERS2010 latitude +47.5344 N longitude -35.5176 E elevation 423346.5 m,38.426,27.555,29.286,36.873,332.197,61.538,-0.001,-0.001,0.0
28,2023-05-04 03:58:54.248914,IERS2010 latitude +47.6143 N longitude -35.2587 E elevation 423369.7 m,38.448,27.633,29.655,36.64,332.223,61.825,-0.0,0.001,0.0
29,2023-05-04 03:58:57.342705,IERS2010 latitude +47.6936 N longitude -34.9990 E elevation 423392.7 m,38.61,27.442,29.526,36.47,332.166,62.124,-0.001,0.001,0.0
30,2023-05-04 03:59:00.432481,IERS2010 latitude +47.7719 N longitude -34.7396 E elevation 423415.4 m,38.443,27.293,29.621,36.187,332.119,62.195,-0.001,0.0,-0.0
31,2023-05-04 03:59:03.530148,IERS2010 latitude +47.8497 N longitude -34.4792 E elevation 423437.9 m,38.348,27.372,29.896,36.227,332.139,62.164,-0.002,-0.001,0.0
32,2023-05-04 03:59:06.618955,IERS2010 latitude +47.9268 N longitude -34.2179 E elevation 423460.3 m,38.459,27.148,30.128,36.663,332.082,61.989,0.0,0.002,-0.001
33,2023-05-04 03:59:09.717924,IERS2010 latitude +48.0032 N longitude -33.9559 E elevation 423482.4 m,38.534,26.986,30.046,36.64,332.077,62.507,0.0,0.0,0.0
34,2023-05-04 03:59:12.816929,IERS2010 latitude +48.0790 N longitude -33.6927 E elevation 423504.4 m,38.509,26.813,29.99,37.174,332.215,61.939,-0.002,-0.002,0.001
35,2023-05-04 03:59:15.920223,IERS2010 latitude +48.1544 N longitude -33.4283 E elevation 423526.3 m,38.278,27.067,29.926,37.471,332.358,62.193,0.002,0.0,-0.001
36,2023-05-04 03:59:19.022957,IERS2010 latitude +48.2290 N longitude -33.1631 E elevation 423547.9 m,38.361,27.076,30.007,37.217,332.248,62.426,-0.002,0.001,0.001
37,2023-05-04 03:59:22.116314,IERS2010 latitude +48.3030 N longitude -32.8970 E elevation 423569.4 m,38.32,27.004,30.096,37.698,332.29,62.545,-0.0,0.001,-0.001
38,2023-05-04 03:59:25.210550,IERS2010 latitude +48.3761 N longitude -32.6309 E elevation 423590.6 m,38.138,27.007,30.058,37.726,331.831,62.434,-0.001,-0.001,0.0
39,2023-05-04 03:59:28.313480,IERS2010 latitude +48.4486 N longitude -32.3636 E elevation 423611.7 m,38.145,27.097,30.07,37.511,331.942,62.721,0.002,0.002,-0.001
40,2023-05-04 03:59:31.406611,IERS2010 latitude +48.5205 N longitude -32.0953 E elevation 423632.6 m,38.257,26.949,29.837,37.842,331.858,62.291,0.001,-0.002,-0.001
41,2023-05-04 03:59:34.506248,IERS2010 latitude +48.5915 N longitude -31.8267 E elevation 423653.2 m,38.244,27.002,30.312,38.099,332.009,61.511,0.002,-0.001,-0.001
42,2023-05-04 03:59:37.603683,IERS2010 latitude +48.6620 N longitude -31.5569 E elevation 423673.7 m,38.183,27.075,29.974,37.953,331.576,61.469,-0.001,0.001,-0.0
43,2023-05-04 03:59:40.702424,IERS2010 latitude +48.7317 N longitude -31.2867 E elevation 423693.9 m,38.155,27.168,30.109,38.005,331.86,61.495,0.001,-0.0,-0.001
44,2023-05-04 03:59:43.802884,IERS2010 latitude +48.8008 N longitude -31.0152 E elevation 423714.0 m,38.262,27.082,30.162,38.286,331.941,61.454,-0.001,0.001,0.001
45,2023-05-04 03:59:46.901557,IERS2010 latitude +48.8693 N longitude -30.7430 E elevation 423733.9 m,37.675,26.912,29.973,38.307,331.613,61.889,-0.003,-0.001,-0.0
46,2023-05-04 03:59:50.000798,IERS2010 latitude +48.9369 N longitude -30.4701 E elevation 423753.5 m,37.873,26.744,30.082,37.865,332.014,61.997,-0.0,0.002,-0.001
47,2023-05-04 03:59:53.094762,IERS2010 latitude +49.0039 N longitude -30.1965 E elevation 423773.0 m,37.887,26.595,29.947,37.871,332.281,62.27,0.001,0.0,-0.0
48,2023-05-04 03:59:56.187988,IERS2010 latitude +49.0700 N longitude -29.9225 E elevation 423792.2 m,38.107,26.535,29.889,37.576,332.066,62.657,-0.003,0.0,-0.0
49,2023-05-04 03:59:59.282379,IERS2010 latitude +49.1354 N longitude -29.6479 E elevation 423811.2 m,38.16,26.655,30.446,37.534,332.318,62.822,-0.002,0.001,0.002
50,2023-05-04 04:00:02.386970,IERS2010 latitude +49.2002 N longitude -29.3722 E elevation 423830.1 m,38.13,26.546,30.597,37.678,332.353,62.64,-0.001,-0.0,-0.001
51,2023-05-04 04:00:05.491463,IERS2010 latitude +49.2644 N longitude -29.0950 E elevation 423848.8 m,37.927,26.536,30.353,38.019,332.331,62.774,0.001,0.001,-0.0
52,2023-05-04 04:00:08.587774,IERS2010 latitude +49.3278 N longitude -28.8174 E elevation 423867.2 m,37.819,26.457,30.408,37.952,332.171,62.84,-0.001,-0.002,-0.001
53,2023-05-04 04:00:11.684896,IERS2010 latitude +49.3904 N longitude -28.5393 E elevation 423885.4 m,37.232,26.475,30.71,38.197,332.045,62.973,0.001,0.001,0.001
54,2023-05-04 04:00:14.778222,IERS2010 latitude +49.4523 N longitude -28.2606 E elevation 423903.4 m,37.601,26.639,30.922,38.401,332.073,63.015,-0.001,0.001,-0.002
55,2023-05-04 04:00:17.874645,IERS2010 latitude +49.5133 N longitude -27.9815 E elevation 423921.2 m,37.901,26.426,30.806,38.885,332.107,62.981,0.001,0.0,-0.001
56,2023-05-04 04:00:20.968236,IERS2010 latitude +49.5737 N longitude -27.7014 E elevation 423938.8 m,38.531,26.008,30.809,38.733,332.171,62.962,-0.001,-0.001,0.001
57,2023-05-04 04:00:24.068712,IERS2010 latitude +49.6333 N longitude -27.4209 E elevation 423956.1 m,38.266,25.901,31.309,38.874,331.885,62.367,-0.001,0.0,-0.0
58,2023-05-04 04:00:27.169418,IERS2010 latitude +49.6922 N longitude -27.1390 E elevation 423973.3 m,37.983,26.148,31.084,39.033,332.004,62.473,-0.001,0.001,0.001
59,2023-05-04 04:00:30.269177,IERS2010 latitude +49.7505 N longitude -26.8562 E elevation 423990.3 m,38.199,26.197,31.277,38.895,331.961,62.681,-0.001,0.002,0.001
60,2023-05-04 04:00:33.363261,IERS2010 latitude +49.8079 N longitude -26.5730 E elevation 424007.0 m,38.416,26.094,31.205,39.045,332.186,63.341,0.001,-0.001,0.0
61,2023-05-04 04:00:36.455633,IERS2010 latitude +49.8644 N longitude -26.2898 E elevation 424023.5 m,38.228,26.284,30.944,39.203,332.32,63.369,-0.001,-0.0,-0.001
62,2023-05-04 04:00:39.547305,IERS2010 latitude +49.9202 N longitude -26.0058 E elevation 424039.8 m,37.308,26.26,31.154,39.347,332.1,63.716,-0.001,-0.0,-0.001
63,2023-05-04 04:00:42.638058,IERS2010 latitude +49.9753 N longitude -25.7209 E elevation 424055.9 m,37.471,26.173,31.065,39.551,331.836,63.274,-0.001,-0.001,0.0
64,2023-05-04 04:00:45.744836,IERS2010 latitude +50.0295 N longitude -25.4359 E elevation 424071.7 m,38.216,26.31,31.117,39.639,331.957,63.022,-0.003,0.0,0.002
65,2023-05-04 04:00:48.849357,IERS2010 latitude +50.0832 N longitude -25.1486 E elevation 424087.4 m,37.7,26.276,31.272,39.943,332.048,62.98,0.001,-0.001,-0.001
66,2023-05-04 04:00:51.949639,IERS2010 latitude +50.1362 N longitude -24.8608 E elevation 424102.8 m,37.739,26.385,31.281,40.394,332.042,62.871,-0.001,-0.001,0.0
67,2023-05-04 04:00:55.041450,IERS2010 latitude +50.1882 N longitude -24.5728 E elevation 424118.1 m,37.797,26.322,31.423,40.77,331.944,62.774,0.0,0.0,0.001
68,2023-05-04 04:00:58.147725,IERS2010 latitude +50.2394 N longitude -24.2849 E elevation 424133.0 m,37.503,26.4,31.078,40.497,331.891,62.501,0.001,0.0,0.001
69,2023-05-04 04:01:01.226084,IERS2010 latitude +50.2899 N longitude -23.9958 E elevation 424147.8 m,37.494,26.368,30.979,40.986,331.69,62.202,0.0,-0.001,-0.0
70,2023-05-04 04:01:04.324825,IERS2010 latitude +50.3394 N longitude -23.7071 E elevation 424162.3 m,37.645,26.1,30.982,40.694,331.857,62.606,-0.002,-0.001,0.0
71,2023-05-04 04:01:07.422014,IERS2010 latitude +50.3883 N longitude -23.4165 E elevation 424176.6 m,37.781,26.13,31.114,40.698,331.891,62.584,0.001,0.0,-0.001
72,2023-05-04 04:01:10.516057,IERS2010 latitude +50.4363 N longitude -23.1260 E elevation 424190.7 m,37.868,25.89,31.164,41.061,331.849,62.581,-0.002,0.0,0.0
73,2023-05-04 04:01:13.607968,IERS2010 latitude +50.4837 N longitude -22.8345 E elevation 424204.5 m,37.693,25.657,31.001,41.35,331.669,62.263,0.0,-0.0,0.001
74,2023-05-04 04:01:16.701432,IERS2010 latitude +50.5301 N longitude -22.5426 E elevation 424218.2 m,37.637,25.847,31.162,41.529,331.348,61.776,-0.001,0.0,0.002
75,2023-05-04 04:01:19.787938,IERS2010 latitude +50.5757 N longitude -22.2508 E elevation 424231.5 m,37.855,25.925,31.378,42.056,331.352,61.319,-0.001,-0.001,-0.001
76,2023-05-04 04:01:22.882813,IERS2010 latitude +50.6205 N longitude -21.9582 E elevation 424244.7 m,37.609,25.678,31.396,42.392,331.259,61.468,0.001,-0.003,-0.0
77,2023-05-04 04:01:25.979251,IERS2010 latitude +50.6646 N longitude -21.6646 E elevation 424257.6 m,37.657,25.499,31.192,42.322,331.649,61.734,0.0,-0.001,-0.001
78,2023-05-04 04:01:29.075452,IERS2010 latitude +50.7078 N longitude -21.3703 E elevation 424270.4 m,37.681,25.603,31.087,42.229,331.648,61.61,0.001,-0.001,0.0
79,2023-05-04 04:01:32.174862,IERS2010 latitude +50.7503 N longitude -21.0752 E elevation 424282.9 m,37.704,25.611,31.09,42.476,331.58,61.181,-0.002,0.001,0.0
80,2023-05-04 04:01:35.273805,IERS2010 latitude +50.7920 N longitude -20.7794 E elevation 424295.2 m,37.703,25.614,31.324,42.334,331.609,61.162,-0.001,0.0,-0.001
81,2023-05-04 04:01:38.372910,IERS2010 latitude +50.8329 N longitude -20.4831 E elevation 424307.2 m,37.747,25.478,31.683,42.711,331.642,60.849,-0.002,-0.002,0.002
82,2023-05-04 04:01:41.466481,IERS2010 latitude +50.8730 N longitude -20.1864 E elevation 424319.0 m,37.632,25.436,32.137,42.69,331.707,60.544,0.002,0.001,0.001
83,2023-05-04 04:01:44.563297,IERS2010 latitude +50.9121 N longitude -19.8896 E elevation 424330.6 m,37.474,25.548,31.765,42.55,331.405,61.083,-0.0,-0.0,0.001
84,2023-05-04 04:01:47.666143,IERS2010 latitude +50.9505 N longitude -19.5921 E elevation 424341.9 m,37.562,25.514,31.609,42.418,331.606,60.833,-0.002,-0.002,0.001
85,2023-05-04 04:01:50.761747,IERS2010 latitude +50.9881 N longitude -19.2934 E elevation 424353.1 m,37.466,25.315,31.495,41.798,331.767,60.621,-0.001,-0.002,0.0
86,2023-05-04 04:01:53.862286,IERS2010 latitude +51.0249 N longitude -18.9948 E elevation 424363.9 m,37.514,25.227,31.433,42.116,331.59,60.156,0.001,-0.001,0.0
87,2023-05-04 04:01:56.961953,IERS2010 latitude +51.0608 N longitude -18.6952 E elevation 424374.6 m,37.415,25.296,31.399,41.961,331.626,60.133,-0.002,-0.001,0.0
88,2023-05-04 04:02:00.056191,IERS2010 latitude +51.0959 N longitude -18.3954 E elevation 424385.0 m,37.544,25.28,31.596,42.135,331.897,60.412,0.002,-0.0,-0.001
89,2023-05-04 04:02:03.150881,IERS2010 latitude +51.1301 N longitude -18.0955 E elevation 424395.2 m,37.543,25.196,31.773,42.399,332.171,60.829,-0.001,0.001,-0.001
90,2023-05-04 04:02:06.241122,IERS2010 latitude +51.1634 N longitude -17.7955 E elevation 424405.1 m,37.375,24.592,31.934,42.419,332.205,61.075,0.003,-0.001,0.001
91,2023-05-04 04:02:09.344255,IERS2010 latitude +51.1960 N longitude -17.4948 E elevation 424414.8 m,37.439,24.834,31.972,42.292,332.103,61.589,0.001,-0.0,-0.001
92,2023-05-04 04:02:12.447066,IERS2010 latitude +51.2277 N longitude -17.1929 E elevation 424424.3 m,37.672,25.079,31.707,42.427,332.153,61.0,0.003,-0.003,-0.001
93,2023-05-04 04:02:15.546737,IERS2010 latitude +51.2587 N longitude -16.8904 E elevation 424433.6 m,37.578,24.989,31.631,42.261,332.129,60.712,0.002,-0.0,-0.0
94,2023-05-04 04:02:18.652465,IERS2010 latitude +51.2887 N longitude -16.5879 E elevation 424442.6 m,37.532,24.884,31.427,42.459,332.351,60.88,-0.001,-0.001,0.001
95,2023-05-04 04:02:21.751651,IERS2010 latitude +51.3180 N longitude -16.2844 E elevation 424451.3 m,37.276,24.835,31.433,42.761,332.254,61.028,-0.001,0.001,-0.001
96,2023-05-04 04:02:24.845496,IERS2010 latitude +51.3463 N longitude -15.9812 E elevation 424459.9 m,37.117,24.173,31.394,42.889,332.015,60.843,0.001,-0.001,-0.0
97,2023-05-04 04:02:27.940365,IERS2010 latitude +51.3737 N longitude -15.6778 E elevation 424468.1 m,37.173,24.389,31.513,42.846,332.312,61.056,-0.0,0.0,-0.003
98,2023-05-04 04:02:31.038703,IERS2010 latitude +51.4003 N longitude -15.3742 E elevation 424476.2 m,37.426,24.426,31.506,42.865,332.598,60.536,0.001,0.003,-0.001
99,2023-05-04 04:02:34.135182,IERS2010 latitude +51.4261 N longitude -15.0701 E elevation 424484.0 m,37.454,25.091,31.302,43.012,332.621,60.775,-0.002,-0.0,0.001
100,2023-05-04 04:02:37.234657,IERS2010 latitude +51.4510 N longitude -14.7655 E elevation 424491.6 m,37.488,24.752,31.23,43.22,332.747,60.721,-0.001,-0.001,-0.001
101,2023-05-04 04:02:40.339311,IERS2010 latitude +51.4751 N longitude -14.4602 E elevation 424498.9 m,37.168,24.581,31.421,43.256,332.584,60.645,0.0,-0.0,0.001
102,2023-05-04 04:02:43.439826,IERS2010 latitude +51.4983 N longitude -14.1545 E elevation 424506.0 m,37.302,24.645,31.372,43.951,332.533,60.53,0.001,-0.001,0.001
103,2023-05-04 04:02:46.535225,IERS2010 latitude +51.5206 N longitude -13.8487 E elevation 424512.8 m,37.269,24.726,31.509,43.9,332.703,60.458,-0.002,-0.001,0.001
104,2023-05-04 04:02:49.633858,IERS2010 latitude +51.5420 N longitude -13.5430 E elevation 424519.4 m,37.383,24.56,31.656,43.834,332.95,60.419,-0.001,0.0,0.001
105,2023-05-04 04:02:52.722854,IERS2010 latitude +51.5626 N longitude -13.2367 E elevation 424525.8 m,37.571,24.403,31.629,44.094,332.819,60.61,0.001,-0.002,-0.001
106,2023-05-04 04:02:55.817711,IERS2010 latitude +51.5823 N longitude -12.9310 E elevation 424531.9 m,37.512,24.31,31.401,44.088,332.894,60.615,0.001,-0.001,0.001
107,2023-05-04 04:02:58.912337,IERS2010 latitude +51.6011 N longitude -12.6247 E elevation 424537.8 m,37.405,24.481,31.3,44.204,332.677,61.026,0.002,0.001,-0.001
108,2023-05-04 04:03:02.007261,IERS2010 latitude +51.6191 N longitude -12.3182 E elevation 424543.4 m,37.494,23.909,31.374,44.463,332.547,61.036,0.001,-0.0,0.0
109,2023-05-04 04:03:05.101025,IERS2010 latitude +51.6362 N longitude -12.0109 E elevation 424548.8 m,37.423,24.191,31.608,43.991,332.619,61.147,-0.001,0.0,0.001
110,2023-05-04 04:03:08.194709,IERS2010 latitude +51.6524 N longitude -11.7042 E elevation 424553.9 m,37.25,24.421,31.678,44.27,332.386,60.963,-0.001,0.001,0.0
111,2023-05-04 04:03:11.291519,IERS2010 latitude +51.6678 N longitude -11.3965 E elevation 424558.8 m,37.311,24.093,31.392,44.197,332.406,60.935,-0.001,0.0,0.0
112,2023-05-04 04:03:14.387188,IERS2010 latitude +51.6823 N longitude -11.0889 E elevation 424563.5 m,37.381,24.221,31.684,44.232,332.447,60.665,0.0,-0.0,-0.0
113,2023-05-04 04:03:17.486778,IERS2010 latitude +51.6959 N longitude -10.7807 E elevation 424567.9 m,37.2,24.436,32.025,44.358,332.51,60.747,0.002,0.001,-0.001
114,2023-05-04 04:03:20.581601,IERS2010 latitude +51.7086 N longitude -10.4724 E elevation 424572.1 m,37.142,24.573,31.646,44.247,332.508,60.567,-0.002,-0.0,-0.001
115,2023-05-04 04:03:23.674768,IERS2010 latitude +51.7205 N longitude -10.1642 E elevation 424576.0 m,37.132,24.343,31.328,44.409,332.303,60.942,0.002,-0.001,0.0
116,2023-05-04 04:03:26.763953,IERS2010 latitude +51.7314 N longitude -9.8564 E elevation 424579.7 m,37.1,24.147,31.243,43.981,332.661,61.172,-0.001,0.003,-0.001
117,2023-05-04 04:03:29.857581,IERS2010 latitude +51.7415 N longitude -9.5483 E elevation 424583.1 m,37.22,24.191,31.196,43.9,332.925,61.575,-0.0,-0.003,0.0
118,2023-05-04 04:03:32.948015,IERS2010 latitude +51.7508 N longitude -9.2395 E elevation 424586.3 m,37.045,24.149,31.351,43.937,333.393,61.22,0.001,0.001,-0.001
119,2023-05-04 04:03:36.036881,IERS2010 latitude +51.7591 N longitude -8.9313 E elevation 424589.3 m,36.946,24.225,31.701,44.198,333.033,61.084,0.002,0.0,0.001
120,2023-05-04 04:03:39.132466,IERS2010 latitude +51.7666 N longitude -8.6230 E elevation 424592.0 m,36.813,24.308,31.818,44.306,332.95,61.026,-0.001,0.001,0.0
121,2023-05-04 04:03:42.232385,IERS2010 latitude +51.7732 N longitude -8.3136 E elevation 424594.4 m,36.76,24.306,31.293,44.17,332.871,61.773,0.001,0.0,0.001
122,2023-05-04 04:03:45.327253,IERS2010 latitude +51.7789 N longitude -8.0046 E elevation 424596.7 m,36.807,24.6,31.256,44.224,332.952,61.923,-0.003,-0.001,0.001
123,2023-05-04 04:03:48.426760,IERS2010 latitude +51.7837 N longitude -7.6952 E elevation 424598.6 m,36.827,24.648,31.457,44.555,332.813,61.923,-0.0,0.001,0.002
124,2023-05-04 04:03:51.525800,IERS2010 latitude +51.7877 N longitude -7.3855 E elevation 424600.4 m,37.027,24.38,31.733,44.391,332.878,62.391,0.001,0.001,0.0
125,2023-05-04 04:03:54.624910,IERS2010 latitude +51.7907 N longitude -7.0759 E elevation 424601.9 m,37.018,24.389,31.897,44.615,332.88,62.367,-0.001,-0.0,0.0
126,2023-05-04 04:03:57.722095,IERS2010 latitude +51.7929 N longitude -6.7662 E elevation 424603.1 m,36.976,24.232,31.898,44.884,332.85,62.141,0.001,-0.0,0.001
127,2023-05-04 04:04:00.815675,IERS2010 latitude +51.7942 N longitude -6.4567 E elevation 424604.1 m,36.912,23.966,31.768,44.876,333.114,62.148,-0.003,-0.001,-0.0
128,2023-05-04 04:04:03.911658,IERS2010 latitude +51.7946 N longitude -6.1475 E elevation 424604.8 m,37.042,23.841,32.116,44.722,333.117,62.923,0.0,0.002,-0.001
129,2023-05-04 04:04:07.003710,IERS2010 latitude +51.7942 N longitude -5.8381 E elevation 424605.3 m,37.156,23.781,31.789,44.83,332.68,63.225,0.003,-0.0,0.001
130,2023-05-04 04:04:10.093044,IERS2010 latitude +51.7928 N longitude -5.5291 E elevation 424605.6 m,37.195,23.906,31.662,44.833,332.719,62.781,-0.001,0.002,0.002
131,2023-05-04 04:04:13.188918,IERS2010 latitude +51.7906 N longitude -5.2204 E elevation 424605.6 m,37.321,23.784,31.665,45.085,332.768,62.774,-0.002,0.002,-0.0
132,2023-05-04 04:04:16.289467,IERS2010 latitude +51.7875 N longitude -4.9108 E elevation 424605.4 m,37.279,23.713,32.135,44.978,332.668,62.893,-0.001,-0.001,-0.001
133,2023-05-04 04:04:19.391273,IERS2010 latitude +51.7835 N longitude -4.6009 E elevation 424604.9 m,37.102,23.832,32.005,44.952,332.689,62.535,-0.002,-0.0,0.001
134,2023-05-04 04:04:22.497787,IERS2010 latitude +51.7786 N longitude -4.2914 E elevation 424604.2 m,37.179,23.715,32.059,44.985,332.724,63.053,0.004,0.0,0.0
135,2023-05-04 04:04:25.596299,IERS2010 latitude +51.7728 N longitude -3.9811 E elevation 424603.2 m,37.002,23.614,32.135,45.134,332.901,62.647,0.001,-0.001,-0.001
136,2023-05-04 04:04:28.692521,IERS2010 latitude +51.7662 N longitude -3.6719 E elevation 424602.0 m,36.753,23.861,32.123,45.269,332.811,63.04,-0.0,0.0,0.003
137,2023-05-04 04:04:31.784334,IERS2010 latitude +51.7587 N longitude -3.3629 E elevation 424600.6 m,36.89,23.719,32.527,44.812,332.924,63.163,-0.0,0.001,-0.0
138,2023-05-04 04:04:34.891137,IERS2010 latitude +51.7503 N longitude -3.0544 E elevation 424598.9 m,37.018,23.697,32.309,44.996,332.82,62.716,0.002,-0.001,0.001
139,2023-05-04 04:04:37.993362,IERS2010 latitude +51.7410 N longitude -2.7449 E elevation 424596.9 m,37.08,23.64,32.333,44.657,332.801,63.091,-0.002,0.001,0.001
140,2023-05-04 04:04:41.093427,IERS2010 latitude +51.7308 N longitude -2.4357 E elevation 424594.7 m,37.05,23.59,33.303,44.493,333.011,62.986,-0.005,-0.0,-0.001
141,2023-05-04 04:04:44.189767,IERS2010 latitude +51.7197 N longitude -2.1264 E elevation 424592.3 m,37.111,23.565,33.174,44.412,333.116,63.013,0.001,-0.001,-0.0
142,2023-05-04 04:04:47.283770,IERS2010 latitude +51.7078 N longitude -1.8182 E elevation 424589.6 m,37.063,23.428,32.763,44.741,333.078,63.124,0.002,0.001,-0.001
143,2023-05-04 04:04:50.387848,IERS2010 latitude +51.6950 N longitude -1.5103 E elevation 424586.7 m,37.171,23.155,32.582,44.647,332.959,62.542,0.002,-0.001,0.001
144,2023-05-04 04:04:53.490306,IERS2010 latitude +51.6813 N longitude -1.2018 E elevation 424583.5 m,36.913,23.145,32.46,44.845,332.613,61.871,0.001,0.003,0.003
145,2023-05-04 04:04:56.591649,IERS2010 latitude +51.6667 N longitude -0.8930 E elevation 424580.1 m,36.859,23.239,32.169,45.213,332.522,61.654,0.001,-0.001,0.001
146,2023-05-04 04:04:59.697170,IERS2010 latitude +51.6513 N longitude -0.5853 E elevation 424576.4 m,37.073,23.27,32.189,45.478,332.139,61.635,-0.003,0.001,0.0
147,2023-05-04 04:05:02.791813,IERS2010 latitude +51.6349 N longitude -0.2770 E elevation 424572.5 m,36.934,23.314,32.051,45.351,332.194,61.554,0.002,-0.0,-0.001
148,2023-05-04 04:05:05.885132,IERS2010 latitude +51.6178 N longitude 0.0300 E elevation 424568.4 m,36.833,23.159,32.159,45.296,332.253,61.506,-0.002,0.001,-0.0
149,2023-05-04 04:05:08.982465,IERS2010 latitude +51.5997 N longitude 0.3365 E elevation 424564.0 m,36.626,23.198,32.263,45.386,332.474,61.527,-0.004,0.002,-0.0
150,2023-05-04 04:05:12.077617,IERS2010 latitude +51.5808 N longitude 0.6432 E elevation 424559.3 m,36.616,23.051,32.538,45.636,332.447,61.107,0.001,-0.004,-0.001
