Counter,Date/time,Location,mag_x,mag_y,mag_z,yaw,pitch,roll,gyro_x,gyro_y,gyro_z
2729,2023-05-04 06:18:59.614947,IERS2010 latitude -48.8819 N longitude 113.9330 E elevation 428047.6 m,34.158,2.713,-41.001,319.775,335.093,63.693,-0.001,0.002,0.001
2730,2023-05-04 06:19:02.713937,IERS2010 latitude -48.9495 N longitude 114.2060 E elevation 428070.3 m,34.437,2.546,-40.998,320.134,334.907,63.573,-0.0,0.0,-0.0
2731,2023-05-04 06:19:06.616053,IERS2010 latitude -49.0340 N longitude 114.5527 E elevation 428098.7 m,34.431,2.641,-41.341,320.515,334.757,63.834,0.001,0.002,-0.001
2732,2023-05-04 06:19:09.717950,IERS2010 latitude -49.0993 N longitude 114.8250 E elevation 428120.6 m,34.407,2.894,-41.262,320.635,335.109,63.991,0.002,0.003,-0.001
2733,2023-05-04 06:19:12.821376,IERS2010 latitude -49.1645 N longitude 115.1002 E elevation 428142.4 m,34.151,2.813,-41.516,320.51,335.572,64.08,0.004,0.001,-0.001
2734,2023-05-04 06:19:15.925982,IERS2010 latitude -49.2289 N longitude 115.3762 E elevation 428164.0 m,34.237,3.028,-41.664,320.28,335.752,64.352,0.002,0.003,-0.001
2735,2023-05-04 06:19:19.024708,IERS2010 latitude -49.2928 N longitude 115.6536 E elevation 428185.4 m,34.384,3.161,-42.211,320.109,335.5,64.561,0.001,0.002,-0.002
2736,2023-05-04 06:19:22.120691,IERS2010 latitude -49.3557 N longitude 115.9310 E elevation 428206.4 m,34.528,3.208,-42.194,319.941,335.627,64.28,-0.001,0.003,-0.0
2737,2023-05-04 06:19:25.212180,IERS2010 latitude -49.4179 N longitude 116.2087 E elevation 428227.2 m,34.723,2.985,-41.856,319.277,335.499,64.225,0.0,-0.0,-0.001
2738,2023-05-04 06:19:28.311701,IERS2010 latitude -49.4792 N longitude 116.4868 E elevation 428247.7 m,34.701,3.01,-41.548,318.962,335.514,64.204,-0.003,0.003,0.001
2739,2023-05-04 06:19:31.407057,IERS2010 latitude -49.5400 N longitude 116.7665 E elevation 428267.9 m,34.652,2.949,-41.576,318.681,335.558,64.257,-0.0,-0.0,-0.0
2740,2023-05-04 06:19:34.505944,IERS2010 latitude -49.5999 N longitude 117.0465 E elevation 428287.9 m,34.735,2.944,-41.733,318.537,335.544,63.996,0.003,0.002,-0.001
2741,2023-05-04 06:19:38.164925,IERS2010 latitude -49.6702 N longitude 117.3802 E elevation 428311.3 m,34.828,3.06,-41.905,318.783,335.5,63.35,0.004,0.001,-0.001
2742,2023-05-04 06:19:41.264956,IERS2010 latitude -49.7282 N longitude 117.6602 E elevation 428330.6 m,34.513,3.288,-42.054,318.761,335.638,63.217,0.003,-0.0,0.001
2743,2023-05-04 06:19:44.363300,IERS2010 latitude -49.7859 N longitude 117.9429 E elevation 428349.8 m,34.515,3.203,-41.716,318.553,335.487,63.272,-0.003,0.0,-0.001
2744,2023-05-04 06:19:47.455737,IERS2010 latitude -49.8427 N longitude 118.2260 E elevation 428368.6 m,34.663,3.217,-41.9,318.967,335.455,63.163,0.003,-0.0,-0.001
2745,2023-05-04 06:19:50.548372,IERS2010 latitude -49.8987 N longitude 118.5093 E elevation 428387.2 m,34.875,3.324,-42.044,318.587,335.515,63.143,0.0,0.001,0.001
2746,2023-05-04 06:19:53.641109,IERS2010 latitude -49.9540 N longitude 118.7933 E elevation 428405.5 m,34.769,3.426,-42.064,318.949,335.509,63.201,0.0,0.0,-0.001
2747,2023-05-04 06:19:56.738214,IERS2010 latitude -50.0085 N longitude 119.0781 E elevation 428423.6 m,34.77,3.661,-42.269,318.927,335.512,63.341,0.003,0.001,-0.001
2748,2023-05-04 06:19:59.842004,IERS2010 latitude -50.0623 N longitude 119.3637 E elevation 428441.4 m,34.68,3.791,-42.43,318.728,335.481,63.102,0.002,0.001,-0.002
2749,2023-05-04 06:20:02.944458,IERS2010 latitude -50.1155 N longitude 119.6509 E elevation 428458.9 m,34.721,3.829,-42.408,318.24,335.224,62.846,0.003,0.0,-0.0
2750,2023-05-04 06:20:06.041865,IERS2010 latitude -50.1678 N longitude 119.9385 E elevation 428476.2 m,34.765,3.674,-42.876,318.301,335.179,62.918,0.001,0.001,-0.0
2751,2023-05-04 06:20:09.652029,IERS2010 latitude -50.2282 N longitude 120.2763 E elevation 428496.1 m,34.962,3.745,-42.779,318.055,335.143,63.279,0.003,-0.001,-0.0
2752,2023-05-04 06:20:12.757083,IERS2010 latitude -50.2783 N longitude 120.5625 E elevation 428512.6 m,35.03,3.871,-42.481,317.536,334.906,63.42,-0.0,0.003,0.0
2753,2023-05-04 06:20:15.858314,IERS2010 latitude -50.3282 N longitude 120.8520 E elevation 428529.0 m,35.133,4.036,-42.419,317.269,335.032,63.569,-0.0,0.002,0.0
2754,2023-05-04 06:20:18.954285,IERS2010 latitude -50.3772 N longitude 121.1422 E elevation 428545.1 m,34.962,4.057,-42.521,317.258,335.478,63.764,0.001,-0.0,-0.003
2755,2023-05-04 06:20:22.048342,IERS2010 latitude -50.4254 N longitude 121.4325 E elevation 428561.0 m,34.776,4.146,-42.59,316.937,335.132,64.207,-0.001,-0.0,-0.002
2756,2023-05-04 06:20:25.141151,IERS2010 latitude -50.4729 N longitude 121.7234 E elevation 428576.5 m,35.56,4.269,-42.577,317.369,335.453,64.157,0.004,0.003,0.0
2757,2023-05-04 06:20:28.247439,IERS2010 latitude -50.5194 N longitude 122.0146 E elevation 428591.7 m,35.319,4.34,-42.657,317.284,335.712,64.426,0.001,0.003,-0.002
2758,2023-05-04 06:20:31.346468,IERS2010 latitude -50.5654 N longitude 122.3078 E elevation 428606.8 m,35.158,4.161,-43.421,316.891,335.858,64.68,0.0,0.001,-0.001
2759,2023-05-04 06:20:34.450264,IERS2010 latitude -50.6104 N longitude 122.6005 E elevation 428621.5 m,34.982,4.266,-43.22,316.623,336.236,64.466,-0.001,0.001,-0.0
2760,2023-05-04 06:20:37.553683,IERS2010 latitude -50.6548 N longitude 122.8946 E elevation 428635.9 m,34.954,4.225,-43.247,316.983,336.411,64.64,0.004,0.001,-0.001
2761,2023-05-04 06:20:41.444378,IERS2010 latitude -50.7096 N longitude 123.2666 E elevation 428653.8 m,34.829,4.252,-43.287,317.034,336.222,64.675,0.004,0.003,-0.001
2762,2023-05-04 06:20:44.539245,IERS2010 latitude -50.7517 N longitude 123.5591 E elevation 428667.5 m,35.025,4.432,-42.996,316.636,336.1,65.256,-0.002,0.001,-0.001
2763,2023-05-04 06:20:47.643286,IERS2010 latitude -50.7932 N longitude 123.8540 E elevation 428681.0 m,34.937,4.65,-42.941,316.767,336.079,65.259,0.004,0.003,-0.002
2764,2023-05-04 06:20:50.743444,IERS2010 latitude -50.8341 N longitude 124.1505 E elevation 428694.2 m,34.857,4.734,-43.341,316.597,335.793,64.902,0.003,0.003,-0.002
2765,2023-05-04 06:20:53.839190,IERS2010 latitude -50.8741 N longitude 124.4471 E elevation 428707.2 m,34.724,4.912,-43.014,316.687,335.927,64.743,0.0,0.001,-0.001
2766,2023-05-04 06:20:56.932836,IERS2010 latitude -50.9132 N longitude 124.7434 E elevation 428719.8 m,34.717,4.981,-43.223,317.055,336.02,64.675,0.004,0.001,-0.001
2767,2023-05-04 06:21:00.033961,IERS2010 latitude -50.9515 N longitude 125.0406 E elevation 428732.2 m,34.824,5.274,-43.373,316.955,335.764,64.957,0.002,0.002,0.001
2768,2023-05-04 06:21:03.133677,IERS2010 latitude -50.9890 N longitude 125.3388 E elevation 428744.3 m,34.838,5.204,-43.027,316.763,335.642,65.098,0.004,0.001,-0.0
2769,2023-05-04 06:21:06.236096,IERS2010 latitude -51.0257 N longitude 125.6374 E elevation 428756.1 m,34.783,4.966,-43.272,316.893,336.126,65.013,0.004,0.002,-0.002
2770,2023-05-04 06:21:09.328663,IERS2010 latitude -51.0616 N longitude 125.9365 E elevation 428767.6 m,34.891,4.895,-43.685,317.316,336.474,64.3,-0.0,0.001,0.001
2771,2023-05-04 06:21:13.203755,IERS2010 latitude -51.1055 N longitude 126.3130 E elevation 428781.7 m,34.936,5.065,-43.744,317.434,337.007,64.659,-0.0,0.001,0.002
2772,2023-05-04 06:21:16.297016,IERS2010 latitude -51.1392 N longitude 126.6103 E elevation 428792.4 m,34.986,5.23,-43.815,317.459,336.742,64.617,0.0,0.001,-0.002
2773,2023-05-04 06:21:19.394585,IERS2010 latitude -51.1723 N longitude 126.9104 E elevation 428803.0 m,35.059,5.25,-44.115,317.492,336.913,64.975,0.002,0.0,-0.0
2774,2023-05-04 06:21:22.496690,IERS2010 latitude -51.2046 N longitude 127.2110 E elevation 428813.3 m,34.957,5.22,-44.343,317.227,336.857,64.884,0.005,0.001,-0.0
2775,2023-05-04 06:21:25.594278,IERS2010 latitude -51.2361 N longitude 127.5127 E elevation 428823.3 m,35.093,5.188,-44.23,317.165,336.497,65.016,0.001,0.001,-0.0
2776,2023-05-04 06:21:28.684905,IERS2010 latitude -51.2666 N longitude 127.8139 E elevation 428833.0 m,34.92,5.199,-44.046,316.803,336.572,64.818,0.002,-0.001,-0.0
2777,2023-05-04 06:21:31.778482,IERS2010 latitude -51.2964 N longitude 128.1156 E elevation 428842.4 m,34.909,5.06,-43.242,316.735,336.617,65.249,0.003,0.001,-0.0
2778,2023-05-04 06:21:34.868832,IERS2010 latitude -51.3253 N longitude 128.4178 E elevation 428851.5 m,35.102,5.161,-43.492,316.727,336.32,64.575,0.0,0.0,-0.002
2779,2023-05-04 06:21:37.967584,IERS2010 latitude -51.3532 N longitude 128.7196 E elevation 428860.3 m,35.09,5.435,-43.36,316.799,336.565,64.673,0.004,0.002,-0.003
2780,2023-05-04 06:21:41.070454,IERS2010 latitude -51.3805 N longitude 129.0229 E elevation 428868.8 m,35.101,5.686,-44.025,317.103,336.234,64.521,0.003,0.002,-0.0
2781,2023-05-04 06:21:44.762603,IERS2010 latitude -51.4121 N longitude 129.3884 E elevation 428878.7 m,35.228,5.534,-44.201,316.587,336.044,65.383,0.001,0.001,0.003
2782,2023-05-04 06:21:47.861451,IERS2010 latitude -51.4372 N longitude 129.6894 E elevation 428886.6 m,35.293,5.499,-44.428,316.622,336.112,65.742,0.001,-0.0,-0.001
2783,2023-05-04 06:21:50.958321,IERS2010 latitude -51.4617 N longitude 129.9940 E elevation 428894.2 m,35.408,5.867,-44.556,316.408,336.573,65.974,0.003,-0.0,0.0
2784,2023-05-04 06:21:54.054143,IERS2010 latitude -51.4853 N longitude 130.2986 E elevation 428901.5 m,35.535,6.04,-44.368,316.11,336.553,65.771,0.001,0.001,-0.001
2785,2023-05-04 06:21:57.148803,IERS2010 latitude -51.5081 N longitude 130.6032 E elevation 428908.5 m,35.56,6.146,-44.454,316.036,336.402,65.826,0.002,0.003,-0.001
2786,2023-05-04 06:22:00.251076,IERS2010 latitude -51.5300 N longitude 130.9084 E elevation 428915.2 m,35.58,6.154,-44.636,316.228,336.786,65.581,0.003,0.001,-0.003
2787,2023-05-04 06:22:03.353829,IERS2010 latitude -51.5510 N longitude 131.2142 E elevation 428921.6 m,35.621,6.193,-45.032,316.112,336.584,65.595,0.0,0.001,0.001
2788,2023-05-04 06:22:06.449505,IERS2010 latitude -51.5712 N longitude 131.5208 E elevation 428927.8 m,35.295,6.242,-44.864,316.182,336.528,65.211,0.003,0.0,0.001
2789,2023-05-04 06:22:09.544072,IERS2010 latitude -51.5905 N longitude 131.8266 E elevation 428933.6 m,35.221,6.419,-45.014,315.784,336.739,65.971,0.001,0.001,-0.002
2790,2023-05-04 06:22:12.641064,IERS2010 latitude -51.6090 N longitude 132.1330 E elevation 428939.1 m,35.293,6.523,-45.055,315.67,336.695,66.125,0.003,0.002,-0.001
2791,2023-05-04 06:22:16.317273,IERS2010 latitude -51.6299 N longitude 132.4994 E elevation 428945.4 m,35.279,6.453,-44.891,315.824,336.641,65.778,0.001,-0.001,-0.001
2792,2023-05-04 06:22:19.411160,IERS2010 latitude -51.6463 N longitude 132.8037 E elevation 428950.2 m,35.293,6.349,-44.736,315.861,336.557,65.595,0.002,-0.001,-0.002
2793,2023-05-04 06:22:22.506468,IERS2010 latitude -51.6620 N longitude 133.1106 E elevation 428954.8 m,35.46,6.408,-44.502,315.839,336.82,65.88,0.001,0.002,0.0
2794,2023-05-04 06:22:25.601112,IERS2010 latitude -51.6768 N longitude 133.4178 E elevation 428959.1 m,35.786,6.512,-44.726,315.734,336.309,66.39,0.001,0.001,-0.001
2795,2023-05-04 06:22:28.705188,IERS2010 latitude -51.6907 N longitude 133.7250 E elevation 428963.1 m,35.666,6.522,-44.672,315.487,336.427,66.827,0.001,0.001,0.0
2796,2023-05-04 06:22:31.808107,IERS2010 latitude -51.7038 N longitude 134.0336 E elevation 428966.8 m,35.825,6.643,-45.164,315.505,336.717,66.634,0.003,0.0,-0.0
2797,2023-05-04 06:22:34.907197,IERS2010 latitude -51.7160 N longitude 134.3420 E elevation 428970.3 m,35.791,6.936,-44.821,315.67,336.758,66.5,0.001,0.001,0.001
2798,2023-05-04 06:22:38.001906,IERS2010 latitude -51.7273 N longitude 134.6503 E elevation 428973.4 m,35.923,7.018,-44.558,315.711,336.303,66.061,0.0,0.0,0.0
2799,2023-05-04 06:22:41.095803,IERS2010 latitude -51.7377 N longitude 134.9584 E elevation 428976.2 m,35.845,7.046,-44.853,315.781,336.355,66.209,0.003,0.0,0.001
2800,2023-05-04 06:22:44.184913,IERS2010 latitude -51.7472 N longitude 135.2664 E elevation 428978.7 m,35.876,7.107,-45.228,315.91,336.241,65.802,-0.001,0.0,-0.002
2801,2023-05-04 06:22:47.296604,IERS2010 latitude -51.7559 N longitude 135.5747 E elevation 428980.9 m,35.964,6.992,-45.176,315.623,335.953,65.238,0.0,0.002,-0.0
2802,2023-05-04 06:22:50.393313,IERS2010 latitude -51.7637 N longitude 135.8842 E elevation 428982.8 m,35.922,7.153,-45.235,315.259,335.545,65.173,0.005,0.002,0.001
2803,2023-05-04 06:22:53.493375,IERS2010 latitude -51.7707 N longitude 136.1931 E elevation 428984.5 m,35.88,7.383,-45.268,314.91,335.576,65.69,0.003,0.003,-0.0
2804,2023-05-04 06:22:56.593358,IERS2010 latitude -51.7767 N longitude 136.5022 E elevation 428985.8 m,35.811,7.379,-45.553,315.066,335.64,65.607,0.002,0.001,-0.001
2805,2023-05-04 06:22:59.690399,IERS2010 latitude -51.7819 N longitude 136.8113 E elevation 428986.8 m,35.709,7.398,-45.427,315.216,335.716,65.609,-0.0,0.002,-0.0
2806,2023-05-04 06:23:02.784326,IERS2010 latitude -51.7861 N longitude 137.1203 E elevation 428987.5 m,35.602,7.258,-45.121,315.404,335.757,64.978,0.001,-0.001,0.002
2807,2023-05-04 06:23:05.882883,IERS2010 latitude -51.7895 N longitude 137.4290 E elevation 428988.0 m,35.549,7.396,-44.774,315.292,335.719,65.367,0.0,-0.001,0.001
2808,2023-05-04 06:23:08.982654,IERS2010 latitude -51.7921 N longitude 137.7381 E elevation 428988.1 m,35.809,7.394,-45.225,314.986,335.763,65.796,0.002,0.001,0.0
2809,2023-05-04 06:23:12.076183,IERS2010 latitude -51.7937 N longitude 138.0472 E elevation 428987.9 m,35.828,7.494,-45.149,314.952,336.008,64.997,-0.0,0.0,-0.0
2810,2023-05-04 06:23:15.175546,IERS2010 latitude -51.7945 N longitude 138.3564 E elevation 428987.5 m,35.778,7.714,-44.829,314.745,336.279,65.254,0.004,0.003,0.001
2811,2023-05-04 06:23:18.281510,IERS2010 latitude -51.7943 N longitude 138.6659 E elevation 428986.7 m,35.826,7.833,-44.638,314.378,336.108,65.559,-0.0,0.001,0.0
2812,2023-05-04 06:23:21.379408,IERS2010 latitude -51.7933 N longitude 138.9753 E elevation 428985.6 m,36.068,7.751,-44.584,314.317,336.091,65.344,0.001,0.001,-0.001
2813,2023-05-04 06:23:24.470987,IERS2010 latitude -51.7914 N longitude 139.2846 E elevation 428984.3 m,35.956,7.961,-45.019,314.458,336.192,65.022,-0.0,0.001,0.001
2814,2023-05-04 06:23:27.559923,IERS2010 latitude -51.7887 N longitude 139.5930 E elevation 428982.6 m,35.909,8.088,-44.936,314.4,335.922,65.041,0.0,0.003,-0.0
2815,2023-05-04 06:23:30.656480,IERS2010 latitude -51.7850 N longitude 139.9015 E elevation 428980.7 m,35.87,8.336,-45.142,314.491,335.829,64.944,0.004,-0.0,-0.0
2816,2023-05-04 06:23:33.756664,IERS2010 latitude -51.7805 N longitude 140.2104 E elevation 428978.4 m,35.943,8.344,-45.226,314.462,336.048,65.51,0.001,0.001,-0.0
2817,2023-05-04 06:23:36.845999,IERS2010 latitude -51.7751 N longitude 140.5197 E elevation 428975.8 m,35.857,8.383,-45.12,314.054,335.818,65.174,0.001,-0.001,-0.002
2818,2023-05-04 06:23:39.952985,IERS2010 latitude -51.7688 N longitude 140.8277 E elevation 428973.0 m,35.92,8.288,-45.194,313.714,336.128,65.49,0.002,0.001,-0.002
2819,2023-05-04 06:23:43.055773,IERS2010 latitude -51.7616 N longitude 141.1374 E elevation 428969.8 m,35.739,8.365,-45.36,313.512,336.477,65.352,0.001,0.002,-0.002
2820,2023-05-04 06:23:46.159512,IERS2010 latitude -51.7536 N longitude 141.4467 E elevation 428966.4 m,35.557,8.539,-45.71,313.483,336.444,65.123,0.001,0.002,-0.001
2821,2023-05-04 06:23:49.256553,IERS2010 latitude -51.7446 N longitude 141.7558 E elevation 428962.6 m,35.742,8.866,-45.818,313.539,336.937,64.923,0.0,-0.0,-0.001
2822,2023-05-04 06:23:52.352726,IERS2010 latitude -51.7348 N longitude 142.0641 E elevation 428958.6 m,35.875,8.843,-45.573,313.519,336.972,64.847,-0.002,0.001,-0.001
2823,2023-05-04 06:23:55.450950,IERS2010 latitude -51.7242 N longitude 142.3721 E elevation 428954.2 m,35.947,8.946,-45.887,313.454,337.096,64.925,0.002,0.002,0.001
2824,2023-05-04 06:23:58.542545,IERS2010 latitude -51.7126 N longitude 142.6803 E elevation 428949.6 m,35.886,9.148,-45.568,313.231,337.082,65.855,0.001,0.002,-0.002
2825,2023-05-04 06:24:01.636591,IERS2010 latitude -51.7002 N longitude 142.9877 E elevation 428944.7 m,35.797,9.077,-45.56,312.802,336.881,65.702,0.001,0.0,0.001
2826,2023-05-04 06:24:04.730078,IERS2010 latitude -51.6869 N longitude 143.2951 E elevation 428939.5 m,35.595,8.902,-45.505,312.935,336.777,66.007,0.004,-0.001,-0.0
2827,2023-05-04 06:24:07.828843,IERS2010 latitude -51.6727 N longitude 143.6021 E elevation 428933.9 m,35.806,9.527,-45.154,312.571,336.24,65.862,0.001,-0.001,-0.001
2828,2023-05-04 06:24:10.924851,IERS2010 latitude -51.6577 N longitude 143.9096 E elevation 428928.1 m,35.922,9.608,-45.561,312.719,336.273,65.4,0.0,-0.0,-0.0
2829,2023-05-04 06:24:14.026179,IERS2010 latitude -51.6418 N longitude 144.2166 E elevation 428922.0 m,35.875,9.431,-45.616,312.399,336.248,65.583,-0.0,0.001,0.001
2830,2023-05-04 06:24:17.121466,IERS2010 latitude -51.6250 N longitude 144.5238 E elevation 428915.6 m,35.775,9.246,-45.215,312.146,336.299,65.582,0.001,0.0,0.0
2831,2023-05-04 06:24:20.224050,IERS2010 latitude -51.6073 N longitude 144.8304 E elevation 428908.8 m,35.675,9.394,-45.302,312.235,336.248,65.152,0.001,0.001,0.001
2832,2023-05-04 06:24:23.316534,IERS2010 latitude -51.5888 N longitude 145.1372 E elevation 428901.8 m,35.648,9.609,-45.311,312.327,336.092,64.83,0.0,0.001,-0.0
2833,2023-05-04 06:24:26.410393,IERS2010 latitude -51.5694 N longitude 145.4429 E elevation 428894.5 m,35.942,9.985,-45.673,312.101,335.746,64.92,0.0,0.003,-0.001
2834,2023-05-04 06:24:29.505667,IERS2010 latitude -51.5492 N longitude 145.7483 E elevation 428886.9 m,36.23,10.049,-45.627,312.026,335.982,65.404,-0.001,-0.002,0.001
2835,2023-05-04 06:24:32.600186,IERS2010 latitude -51.5281 N longitude 146.0534 E elevation 428879.1 m,36.222,10.175,-45.654,311.796,335.651,65.762,0.002,-0.0,-0.002
2836,2023-05-04 06:24:35.695021,IERS2010 latitude -51.5061 N longitude 146.3585 E elevation 428870.9 m,36.062,10.11,-45.727,312.058,335.702,65.62,0.002,0.003,-0.001
2837,2023-05-04 06:24:38.790031,IERS2010 latitude -51.4833 N longitude 146.6631 E elevation 428862.4 m,36.026,10.267,-45.673,312.259,335.668,65.471,-0.0,0.001,-0.001
2838,2023-05-04 06:24:41.890825,IERS2010 latitude -51.4596 N longitude 146.9679 E elevation 428853.6 m,36.151,10.357,-45.915,312.604,335.551,65.027,0.003,0.002,0.001
2839,2023-05-04 06:24:44.979238,IERS2010 latitude -51.4350 N longitude 147.2719 E elevation 428844.6 m,36.093,10.508,-46.064,312.641,335.692,64.717,-0.001,0.002,-0.0
2840,2023-05-04 06:24:48.071498,IERS2010 latitude -51.4097 N longitude 147.5752 E elevation 428835.2 m,36.187,10.629,-46.149,312.27,335.648,64.413,0.002,-0.002,-0.0
2841,2023-05-04 06:24:51.165647,IERS2010 latitude -51.3834 N longitude 147.8783 E elevation 428825.6 m,36.378,10.537,-45.964,312.149,335.509,64.457,0.002,0.003,-0.001
2842,2023-05-04 06:24:54.262783,IERS2010 latitude -51.3563 N longitude 148.1816 E elevation 428815.7 m,36.508,10.726,-45.57,312.364,335.89,65.033,0.002,0.002,-0.001
2843,2023-05-04 06:24:57.366302,IERS2010 latitude -51.3284 N longitude 148.4841 E elevation 428805.4 m,36.233,11.066,-45.688,312.554,335.952,65.182,0.002,0.001,0.001
2844,2023-05-04 06:25:00.468975,IERS2010 latitude -51.2995 N longitude 148.7873 E elevation 428794.9 m,36.15,11.252,-45.845,312.961,335.842,64.92,0.003,0.0,0.001
2845,2023-05-04 06:25:03.562754,IERS2010 latitude -51.2697 N longitude 149.0900 E elevation 428784.0 m,36.099,11.388,-45.99,313.003,335.888,64.868,0.0,0.001,0.001
2846,2023-05-04 06:25:06.663028,IERS2010 latitude -51.2393 N longitude 149.3912 E elevation 428772.9 m,36.149,11.408,-45.694,312.73,336.043,64.956,0.002,0.002,-0.0
2847,2023-05-04 06:25:09.769951,IERS2010 latitude -51.2079 N longitude 149.6927 E elevation 428761.5 m,36.267,11.411,-45.45,313.144,335.968,64.753,0.002,0.003,-0.001
2848,2023-05-04 06:25:12.872811,IERS2010 latitude -51.1756 N longitude 149.9945 E elevation 428749.8 m,36.238,11.249,-45.487,312.853,336.035,65.068,0.002,0.002,0.001
2849,2023-05-04 06:25:15.971953,IERS2010 latitude -51.1425 N longitude 150.2953 E elevation 428737.8 m,36.32,11.406,-45.7,312.877,336.211,65.417,0.0,0.002,0.003
2850,2023-05-04 06:25:19.066800,IERS2010 latitude -51.1085 N longitude 150.5954 E elevation 428725.6 m,36.153,11.177,-45.492,313.107,336.196,65.285,0.003,0.002,0.0
2851,2023-05-04 06:25:22.171559,IERS2010 latitude -51.0739 N longitude 150.8945 E elevation 428713.0 m,36.05,11.283,-45.785,313.084,336.156,65.372,0.003,0.002,-0.001
2852,2023-05-04 06:25:25.275459,IERS2010 latitude -51.0382 N longitude 151.1941 E elevation 428700.1 m,36.175,11.488,-45.964,312.887,336.019,65.597,0.001,0.002,-0.0
2853,2023-05-04 06:25:28.373993,IERS2010 latitude -51.0018 N longitude 151.4933 E elevation 428687.0 m,36.212,11.49,-45.741,312.572,336.36,65.842,0.002,0.001,-0.001
2854,2023-05-04 06:25:31.480738,IERS2010 latitude -50.9646 N longitude 151.7914 E elevation 428673.6 m,36.021,11.417,-45.691,312.535,336.233,65.59,0.001,0.002,0.001
2855,2023-05-04 06:25:34.571593,IERS2010 latitude -50.9264 N longitude 152.0897 E elevation 428659.8 m,36.055,11.49,-45.737,311.849,336.2,65.545,0.001,0.0,0.001
2856,2023-05-04 06:25:37.667379,IERS2010 latitude -50.8876 N longitude 152.3861 E elevation 428645.9 m,35.954,11.44,-45.457,311.97,335.811,65.829,0.004,-0.002,0.0
2857,2023-05-04 06:25:40.762264,IERS2010 latitude -50.8480 N longitude 152.6824 E elevation 428631.6 m,36.153,11.543,-45.824,311.97,335.674,65.452,0.004,0.0,0.001
2858,2023-05-04 06:25:43.855758,IERS2010 latitude -50.8075 N longitude 152.9781 E elevation 428617.1 m,36.231,11.935,-45.812,312.392,335.628,65.209,0.002,0.003,-0.002
2859,2023-05-04 06:25:46.951091,IERS2010 latitude -50.7662 N longitude 153.2732 E elevation 428602.3 m,36.143,12.132,-45.971,312.34,335.469,64.792,0.004,0.003,0.001
2860,2023-05-04 06:25:50.049883,IERS2010 latitude -50.7241 N longitude 153.5678 E elevation 428587.2 m,36.412,12.279,-46.487,312.446,335.194,64.388,0.0,0.002,-0.001
2861,2023-05-04 06:25:53.150620,IERS2010 latitude -50.6811 N longitude 153.8626 E elevation 428571.7 m,36.5,12.4,-46.372,312.507,335.315,64.225,0.002,0.001,-0.0
2862,2023-05-04 06:25:56.250414,IERS2010 latitude -50.6374 N longitude 154.1560 E elevation 428556.1 m,36.301,12.578,-46.332,312.455,335.503,64.377,0.004,0.001,0.001
2863,2023-05-04 06:25:59.344399,IERS2010 latitude -50.5928 N longitude 154.4495 E elevation 428540.1 m,36.296,12.578,-46.134,312.475,335.536,64.722,0.003,-0.0,-0.0
2864,2023-05-04 06:26:02.435663,IERS2010 latitude -50.5475 N longitude 154.7418 E elevation 428523.9 m,36.481,12.663,-46.053,312.732,336.084,64.553,0.003,0.001,-0.0
2865,2023-05-04 06:26:05.527870,IERS2010 latitude -50.5014 N longitude 155.0333 E elevation 428507.4 m,36.501,12.897,-45.718,312.647,335.877,64.108,0.003,0.0,-0.0
2866,2023-05-04 06:26:08.626300,IERS2010 latitude -50.4546 N longitude 155.3242 E elevation 428490.6 m,36.479,12.913,-45.827,312.495,335.774,64.263,-0.001,-0.0,-0.0
2867,2023-05-04 06:26:11.725285,IERS2010 latitude -50.4069 N longitude 155.6149 E elevation 428473.6 m,36.555,12.818,-46.009,312.899,335.767,63.719,0.001,0.004,-0.0
2868,2023-05-04 06:26:14.836945,IERS2010 latitude -50.3582 N longitude 155.9058 E elevation 428456.2 m,36.577,12.533,-45.898,312.963,336.108,64.027,-0.001,0.003,-0.001
2869,2023-05-04 06:26:17.938475,IERS2010 latitude -50.3087 N longitude 156.1963 E elevation 428438.5 m,36.762,12.637,-46.0,312.849,335.927,64.202,0.001,0.002,0.0
2870,2023-05-04 06:26:21.030679,IERS2010 latitude -50.2586 N longitude 156.4856 E elevation 428420.6 m,36.92,12.914,-46.138,312.778,335.936,64.28,0.003,0.002,-0.001
2871,2023-05-04 06:26:24.127098,IERS2010 latitude -50.2078 N longitude 156.7734 E elevation 428402.4 m,36.995,12.995,-45.917,312.549,335.853,64.246,-0.001,0.002,0.0
2872,2023-05-04 06:26:27.228838,IERS2010 latitude -50.1562 N longitude 157.0608 E elevation 428384.0 m,36.808,12.912,-45.996,311.831,335.785,64.517,0.001,-0.0,0.001
2873,2023-05-04 06:26:30.322905,IERS2010 latitude -50.1036 N longitude 157.3484 E elevation 428365.2 m,36.831,12.922,-46.217,311.66,335.817,64.454,0.0,0.001,-0.0
2874,2023-05-04 06:26:33.424549,IERS2010 latitude -50.0505 N longitude 157.6342 E elevation 428346.3 m,36.872,13.101,-46.057,311.48,335.983,64.703,0.001,0.003,0.0
2875,2023-05-04 06:26:36.522928,IERS2010 latitude -49.9964 N longitude 157.9204 E elevation 428327.0 m,36.706,13.224,-46.219,311.23,336.203,64.699,0.0,-0.001,-0.0
2876,2023-05-04 06:26:39.626716,IERS2010 latitude -49.9416 N longitude 158.2055 E elevation 428307.4 m,36.813,13.27,-46.074,310.674,336.218,64.933,0.003,0.002,-0.0
